codigo_pais,pais,nivel_ingreso,a�o,codigo_indicador,energia_per_capita
IND,India,Lower middle income,1986,EG.USE.PCAP.KG.OE,320.5
IND,India,Lower middle income,1987,EG.USE.PCAP.KG.OE,325.46
IND,India,Lower middle income,1988,EG.USE.PCAP.KG.OE,335.76
IND,India,Lower middle income,1989,EG.USE.PCAP.KG.OE,344.04
IND,India,Lower middle income,1990,EG.USE.PCAP.KG.OE,351.21
IND,India,Lower middle income,1991,EG.USE.PCAP.KG.OE,358.3
IND,India,Lower middle income,1992,EG.USE.PCAP.KG.OE,363.77
IND,India,Lower middle income,1993,EG.USE.PCAP.KG.OE,364.93
IND,India,Lower middle income,1994,EG.USE.PCAP.KG.OE,371.36
IND,India,Lower middle income,1995,EG.USE.PCAP.KG.OE,384.95
IND,India,Lower middle income,1996,EG.USE.PCAP.KG.OE,389.06
IND,India,Lower middle income,1997,EG.USE.PCAP.KG.OE,396.81
IND,India,Lower middle income,1998,EG.USE.PCAP.KG.OE,398.74
IND,India,Lower middle income,1999,EG.USE.PCAP.KG.OE,413.99
IND,India,Lower middle income,2000,EG.USE.PCAP.KG.OE,416.08
IND,India,Lower middle income,2001,EG.USE.PCAP.KG.OE,414.48
IND,India,Lower middle income,2002,EG.USE.PCAP.KG.OE,419.35
IND,India,Lower middle income,2003,EG.USE.PCAP.KG.OE,422.06
IND,India,Lower middle income,2004,EG.USE.PCAP.KG.OE,437.13
IND,India,Lower middle income,2005,EG.USE.PCAP.KG.OE,447.03
IND,India,Lower middle income,2006,EG.USE.PCAP.KG.OE,463.4
IND,India,Lower middle income,2007,EG.USE.PCAP.KG.OE,482.46
IND,India,Lower middle income,2008,EG.USE.PCAP.KG.OE,499.04
IND,India,Lower middle income,2009,EG.USE.PCAP.KG.OE,541.99
IND,India,Lower middle income,2010,EG.USE.PCAP.KG.OE,558.79
IND,India,Lower middle income,2011,EG.USE.PCAP.KG.OE,574.62
IND,India,Lower middle income,2012,EG.USE.PCAP.KG.OE,595.06
IND,India,Lower middle income,2013,EG.USE.PCAP.KG.OE,600.97
IRL,Ireland,High income,1980,EG.USE.PCAP.KG.OE,2413.16
IRL,Ireland,High income,1981,EG.USE.PCAP.KG.OE,2392.95
IRL,Ireland,High income,1982,EG.USE.PCAP.KG.OE,2356.89
IRL,Ireland,High income,1983,EG.USE.PCAP.KG.OE,2336.18
IRL,Ireland,High income,1984,EG.USE.PCAP.KG.OE,2346.18
IRL,Ireland,High income,1985,EG.USE.PCAP.KG.OE,2438.44
IRL,Ireland,High income,1986,EG.USE.PCAP.KG.OE,2503.5
IRL,Ireland,High income,1987,EG.USE.PCAP.KG.OE,2608.81
IRL,Ireland,High income,1988,EG.USE.PCAP.KG.OE,2592.84
IRL,Ireland,High income,1989,EG.USE.PCAP.KG.OE,2655.24
IRL,Ireland,High income,1990,EG.USE.PCAP.KG.OE,2820.41
IRL,Ireland,High income,1991,EG.USE.PCAP.KG.OE,2827.84
IRL,Ireland,High income,1992,EG.USE.PCAP.KG.OE,2775.22
IRL,Ireland,High income,1993,EG.USE.PCAP.KG.OE,2813.71
IRL,Ireland,High income,1994,EG.USE.PCAP.KG.OE,2941.61
IRL,Ireland,High income,1995,EG.USE.PCAP.KG.OE,2951.91
IRL,Ireland,High income,1996,EG.USE.PCAP.KG.OE,3122.34
IRL,Ireland,High income,1997,EG.USE.PCAP.KG.OE,3255.5
IRL,Ireland,High income,1998,EG.USE.PCAP.KG.OE,3417.57
IRL,Ireland,High income,1999,EG.USE.PCAP.KG.OE,3544.39
IRL,Ireland,High income,2000,EG.USE.PCAP.KG.OE,3626.75
IRL,Ireland,High income,2001,EG.USE.PCAP.KG.OE,3713.51
IRL,Ireland,High income,2002,EG.USE.PCAP.KG.OE,3661.32
IRL,Ireland,High income,2003,EG.USE.PCAP.KG.OE,3515.09
IRL,Ireland,High income,2004,EG.USE.PCAP.KG.OE,3558.09
IRL,Ireland,High income,2005,EG.USE.PCAP.KG.OE,3503.64
IRL,Ireland,High income,2006,EG.USE.PCAP.KG.OE,3424.16
IRL,Ireland,High income,2007,EG.USE.PCAP.KG.OE,3416.03
IRL,Ireland,High income,2008,EG.USE.PCAP.KG.OE,3293.88
IRL,Ireland,High income,2009,EG.USE.PCAP.KG.OE,3149.57
IRL,Ireland,High income,2010,EG.USE.PCAP.KG.OE,3152
IRL,Ireland,High income,2011,EG.USE.PCAP.KG.OE,2865.37
IRL,Ireland,High income,2012,EG.USE.PCAP.KG.OE,2853.06
IRL,Ireland,High income,2013,EG.USE.PCAP.KG.OE,2814.98
IRN,Iran,Lower middle income,1980,EG.USE.PCAP.KG.OE,988
IRN,Iran,Lower middle income,1981,EG.USE.PCAP.KG.OE,1058.84
IRN,Iran,Lower middle income,1982,EG.USE.PCAP.KG.OE,1179.68
IRN,Iran,Lower middle income,1983,EG.USE.PCAP.KG.OE,972.69
IRN,Iran,Lower middle income,1984,EG.USE.PCAP.KG.OE,1091.76
IRN,Iran,Lower middle income,1985,EG.USE.PCAP.KG.OE,1137.99
IRN,Iran,Lower middle income,1986,EG.USE.PCAP.KG.OE,1106.97
IRN,Iran,Lower middle income,1987,EG.USE.PCAP.KG.OE,1092.79
IRN,Iran,Lower middle income,1988,EG.USE.PCAP.KG.OE,1083.41
IRN,Iran,Lower middle income,1989,EG.USE.PCAP.KG.OE,1235.01
IRN,Iran,Lower middle income,1990,EG.USE.PCAP.KG.OE,1242.6
IRN,Iran,Lower middle income,1991,EG.USE.PCAP.KG.OE,1325.31
IRN,Iran,Lower middle income,1992,EG.USE.PCAP.KG.OE,1362.64
IRN,Iran,Lower middle income,1993,EG.USE.PCAP.KG.OE,1457.71
IRN,Iran,Lower middle income,1994,EG.USE.PCAP.KG.OE,1612.12
IRN,Iran,Lower middle income,1995,EG.USE.PCAP.KG.OE,1664.8
IRN,Iran,Lower middle income,1996,EG.USE.PCAP.KG.OE,1584.88
IRN,Iran,Lower middle income,1997,EG.USE.PCAP.KG.OE,1748.66
IRN,Iran,Lower middle income,1998,EG.USE.PCAP.KG.OE,1753.31
IRN,Iran,Lower middle income,1999,EG.USE.PCAP.KG.OE,1957.68
IRN,Iran,Lower middle income,2000,EG.USE.PCAP.KG.OE,1876.93
IRN,Iran,Lower middle income,2001,EG.USE.PCAP.KG.OE,2001.85
IRN,Iran,Lower middle income,2002,EG.USE.PCAP.KG.OE,2050.5
IRN,Iran,Lower middle income,2003,EG.USE.PCAP.KG.OE,2099.45
IRN,Iran,Lower middle income,2004,EG.USE.PCAP.KG.OE,2252.86
IRN,Iran,Lower middle income,2005,EG.USE.PCAP.KG.OE,2460.27
IRN,Iran,Lower middle income,2006,EG.USE.PCAP.KG.OE,2531.89
IRN,Iran,Lower middle income,2007,EG.USE.PCAP.KG.OE,2640.22
IRN,Iran,Lower middle income,2008,EG.USE.PCAP.KG.OE,2790.83
IRN,Iran,Lower middle income,2009,EG.USE.PCAP.KG.OE,2747.84
IRN,Iran,Lower middle income,2010,EG.USE.PCAP.KG.OE,2710.26
IRN,Iran,Lower middle income,2011,EG.USE.PCAP.KG.OE,2728.66
IRN,Iran,Lower middle income,2012,EG.USE.PCAP.KG.OE,2803.11
IRN,Iran,Lower middle income,2013,EG.USE.PCAP.KG.OE,2816.31
IRQ,Iraq,Upper middle income,1980,EG.USE.PCAP.KG.OE,712.14
IRQ,Iraq,Upper middle income,1981,EG.USE.PCAP.KG.OE,683.66
IRQ,Iraq,Upper middle income,1982,EG.USE.PCAP.KG.OE,688.89
IRQ,Iraq,Upper middle income,1983,EG.USE.PCAP.KG.OE,806.26
IRQ,Iraq,Upper middle income,1984,EG.USE.PCAP.KG.OE,826.34
IRQ,Iraq,Upper middle income,1985,EG.USE.PCAP.KG.OE,934.38
IRQ,Iraq,Upper middle income,1986,EG.USE.PCAP.KG.OE,985.67
IRQ,Iraq,Upper middle income,1987,EG.USE.PCAP.KG.OE,951.97
IRQ,Iraq,Upper middle income,1988,EG.USE.PCAP.KG.OE,1121.57
IRQ,Iraq,Upper middle income,1989,EG.USE.PCAP.KG.OE,1203.47
IRQ,Iraq,Upper middle income,1990,EG.USE.PCAP.KG.OE,1135.06
IRQ,Iraq,Upper middle income,1991,EG.USE.PCAP.KG.OE,894.07
IRQ,Iraq,Upper middle income,1992,EG.USE.PCAP.KG.OE,1289.43
IRQ,Iraq,Upper middle income,1993,EG.USE.PCAP.KG.OE,1599.15
IRQ,Iraq,Upper middle income,1994,EG.USE.PCAP.KG.OE,1726.66
IRQ,Iraq,Upper middle income,1995,EG.USE.PCAP.KG.OE,1603.14
IRQ,Iraq,Upper middle income,1996,EG.USE.PCAP.KG.OE,1553.86
IRQ,Iraq,Upper middle income,1997,EG.USE.PCAP.KG.OE,1791.62
IRQ,Iraq,Upper middle income,1998,EG.USE.PCAP.KG.OE,1238.11
IRQ,Iraq,Upper middle income,1999,EG.USE.PCAP.KG.OE,925.98
IRQ,Iraq,Upper middle income,2000,EG.USE.PCAP.KG.OE,1054.18
IRQ,Iraq,Upper middle income,2001,EG.USE.PCAP.KG.OE,1141.61
IRQ,Iraq,Upper middle income,2002,EG.USE.PCAP.KG.OE,1051.28
IRQ,Iraq,Upper middle income,2003,EG.USE.PCAP.KG.OE,936.96
IRQ,Iraq,Upper middle income,2004,EG.USE.PCAP.KG.OE,936.9
IRQ,Iraq,Upper middle income,2005,EG.USE.PCAP.KG.OE,920.96
IRQ,Iraq,Upper middle income,2006,EG.USE.PCAP.KG.OE,862.76
IRQ,Iraq,Upper middle income,2007,EG.USE.PCAP.KG.OE,885.4
IRQ,Iraq,Upper middle income,2008,EG.USE.PCAP.KG.OE,940.76
IRQ,Iraq,Upper middle income,2009,EG.USE.PCAP.KG.OE,1087.64
IRQ,Iraq,Upper middle income,2010,EG.USE.PCAP.KG.OE,1199.79
IRQ,Iraq,Upper middle income,2011,EG.USE.PCAP.KG.OE,1267.55
IRQ,Iraq,Upper middle income,2012,EG.USE.PCAP.KG.OE,1354.32
IRQ,Iraq,Upper middle income,2013,EG.USE.PCAP.KG.OE,1391.03
ISL,Iceland,High income,1980,EG.USE.PCAP.KG.OE,6561
ISL,Iceland,High income,1981,EG.USE.PCAP.KG.OE,7178.87
ISL,Iceland,High income,1982,EG.USE.PCAP.KG.OE,7076.21
ISL,Iceland,High income,1983,EG.USE.PCAP.KG.OE,7254.29
ISL,Iceland,High income,1984,EG.USE.PCAP.KG.OE,7531.27
ISL,Iceland,High income,1985,EG.USE.PCAP.KG.OE,7334.9
ISL,Iceland,High income,1986,EG.USE.PCAP.KG.OE,7605.56
ISL,Iceland,High income,1987,EG.USE.PCAP.KG.OE,7857.45
ISL,Iceland,High income,1988,EG.USE.PCAP.KG.OE,7882.47
ISL,Iceland,High income,1989,EG.USE.PCAP.KG.OE,7983.04
ISL,Iceland,High income,1990,EG.USE.PCAP.KG.OE,8907.79
ISL,Iceland,High income,1991,EG.USE.PCAP.KG.OE,8054.36
ISL,Iceland,High income,1992,EG.USE.PCAP.KG.OE,7755.39
ISL,Iceland,High income,1993,EG.USE.PCAP.KG.OE,8249.54
ISL,Iceland,High income,1994,EG.USE.PCAP.KG.OE,8293.41
ISL,Iceland,High income,1995,EG.USE.PCAP.KG.OE,8255.77
ISL,Iceland,High income,1996,EG.USE.PCAP.KG.OE,8847.79
ISL,Iceland,High income,1997,EG.USE.PCAP.KG.OE,8584.1
ISL,Iceland,High income,1998,EG.USE.PCAP.KG.OE,9036.65
ISL,Iceland,High income,1999,EG.USE.PCAP.KG.OE,10038.31
ISL,Iceland,High income,2000,EG.USE.PCAP.KG.OE,11091.55
ISL,Iceland,High income,2001,EG.USE.PCAP.KG.OE,10589.47
ISL,Iceland,High income,2002,EG.USE.PCAP.KG.OE,10804.64
ISL,Iceland,High income,2003,EG.USE.PCAP.KG.OE,10731.33
ISL,Iceland,High income,2004,EG.USE.PCAP.KG.OE,10524.25
ISL,Iceland,High income,2005,EG.USE.PCAP.KG.OE,10524.88
ISL,Iceland,High income,2006,EG.USE.PCAP.KG.OE,12734.01
ISL,Iceland,High income,2007,EG.USE.PCAP.KG.OE,14746.03
ISL,Iceland,High income,2008,EG.USE.PCAP.KG.OE,16353.83
ISL,Iceland,High income,2009,EG.USE.PCAP.KG.OE,16911.08
ISL,Iceland,High income,2010,EG.USE.PCAP.KG.OE,17023.17
ISL,Iceland,High income,2011,EG.USE.PCAP.KG.OE,18157.6
ISL,Iceland,High income,2012,EG.USE.PCAP.KG.OE,17630.07
ISL,Iceland,High income,2013,EG.USE.PCAP.KG.OE,18178.14
ISR,Israel,High income,1980,EG.USE.PCAP.KG.OE,2017.28
ISR,Israel,High income,1981,EG.USE.PCAP.KG.OE,1840.74
ISR,Israel,High income,1982,EG.USE.PCAP.KG.OE,1958.32
ISR,Israel,High income,1983,EG.USE.PCAP.KG.OE,1793.92
ISR,Israel,High income,1984,EG.USE.PCAP.KG.OE,1828.54
ISR,Israel,High income,1985,EG.USE.PCAP.KG.OE,1789
ISR,Israel,High income,1986,EG.USE.PCAP.KG.OE,2102.25
ISR,Israel,High income,1987,EG.USE.PCAP.KG.OE,2278.48
ISR,Israel,High income,1988,EG.USE.PCAP.KG.OE,2451.75
ISR,Israel,High income,1989,EG.USE.PCAP.KG.OE,2488.92
ISR,Israel,High income,1990,EG.USE.PCAP.KG.OE,2460.47
ISR,Israel,High income,1991,EG.USE.PCAP.KG.OE,2324.54
ISR,Israel,High income,1992,EG.USE.PCAP.KG.OE,2580.97
ISR,Israel,High income,1993,EG.USE.PCAP.KG.OE,2634.67
ISR,Israel,High income,1994,EG.USE.PCAP.KG.OE,2738.4
ISR,Israel,High income,1995,EG.USE.PCAP.KG.OE,2796.25
ISR,Israel,High income,1996,EG.USE.PCAP.KG.OE,2801.21
ISR,Israel,High income,1997,EG.USE.PCAP.KG.OE,2881.13
ISR,Israel,High income,1998,EG.USE.PCAP.KG.OE,2885.73
ISR,Israel,High income,1999,EG.USE.PCAP.KG.OE,2737.74
ISR,Israel,High income,2000,EG.USE.PCAP.KG.OE,2899.43
ISR,Israel,High income,2001,EG.USE.PCAP.KG.OE,2973.04
ISR,Israel,High income,2002,EG.USE.PCAP.KG.OE,2862.8
ISR,Israel,High income,2003,EG.USE.PCAP.KG.OE,2949.3
ISR,Israel,High income,2004,EG.USE.PCAP.KG.OE,2822
ISR,Israel,High income,2005,EG.USE.PCAP.KG.OE,2661.45
ISR,Israel,High income,2006,EG.USE.PCAP.KG.OE,2882.4
ISR,Israel,High income,2007,EG.USE.PCAP.KG.OE,2898.15
ISR,Israel,High income,2008,EG.USE.PCAP.KG.OE,3129.13
ISR,Israel,High income,2009,EG.USE.PCAP.KG.OE,2873.88
ISR,Israel,High income,2010,EG.USE.PCAP.KG.OE,3042.43
ISR,Israel,High income,2011,EG.USE.PCAP.KG.OE,2980.18
ISR,Israel,High income,2012,EG.USE.PCAP.KG.OE,3067.74
ISR,Israel,High income,2013,EG.USE.PCAP.KG.OE,2870.1
ITA,Italy,High income,1980,EG.USE.PCAP.KG.OE,2318.43
ITA,Italy,High income,1981,EG.USE.PCAP.KG.OE,2265.93
ITA,Italy,High income,1982,EG.USE.PCAP.KG.OE,2206.54
ITA,Italy,High income,1983,EG.USE.PCAP.KG.OE,2203.86
ITA,Italy,High income,1984,EG.USE.PCAP.KG.OE,2253.72
ITA,Italy,High income,1985,EG.USE.PCAP.KG.OE,2284.81
ITA,Italy,High income,1986,EG.USE.PCAP.KG.OE,2311.55
ITA,Italy,High income,1987,EG.USE.PCAP.KG.OE,2407.26
ITA,Italy,High income,1988,EG.USE.PCAP.KG.OE,2462.8
ITA,Italy,High income,1989,EG.USE.PCAP.KG.OE,2566.11
ITA,Italy,High income,1990,EG.USE.PCAP.KG.OE,2583.89
ITA,Italy,High income,1991,EG.USE.PCAP.KG.OE,2645.67
ITA,Italy,High income,1992,EG.USE.PCAP.KG.OE,2627.34
ITA,Italy,High income,1993,EG.USE.PCAP.KG.OE,2611.99
ITA,Italy,High income,1994,EG.USE.PCAP.KG.OE,2578.47
ITA,Italy,High income,1995,EG.USE.PCAP.KG.OE,2799.38
ITA,Italy,High income,1996,EG.USE.PCAP.KG.OE,2796.15
ITA,Italy,High income,1997,EG.USE.PCAP.KG.OE,2834.4
ITA,Italy,High income,1998,EG.USE.PCAP.KG.OE,2912.95
ITA,Italy,High income,1999,EG.USE.PCAP.KG.OE,2957.31
ITA,Italy,High income,2000,EG.USE.PCAP.KG.OE,3012.19
ITA,Italy,High income,2001,EG.USE.PCAP.KG.OE,3020.62
ITA,Italy,High income,2002,EG.USE.PCAP.KG.OE,3037.27
ITA,Italy,High income,2003,EG.USE.PCAP.KG.OE,3168.53
ITA,Italy,High income,2004,EG.USE.PCAP.KG.OE,3169.93
ITA,Italy,High income,2005,EG.USE.PCAP.KG.OE,3214.67
ITA,Italy,High income,2006,EG.USE.PCAP.KG.OE,3175.8
ITA,Italy,High income,2007,EG.USE.PCAP.KG.OE,3149.58
ITA,Italy,High income,2008,EG.USE.PCAP.KG.OE,3087.57
ITA,Italy,High income,2009,EG.USE.PCAP.KG.OE,2869.92
ITA,Italy,High income,2010,EG.USE.PCAP.KG.OE,2930.59
ITA,Italy,High income,2011,EG.USE.PCAP.KG.OE,2828.4
ITA,Italy,High income,2012,EG.USE.PCAP.KG.OE,2709.3
ITA,Italy,High income,2013,EG.USE.PCAP.KG.OE,2579.47
JAM,Jamaica,Upper middle income,1980,EG.USE.PCAP.KG.OE,1066.92
JAM,Jamaica,Upper middle income,1981,EG.USE.PCAP.KG.OE,1071.72
JAM,Jamaica,Upper middle income,1982,EG.USE.PCAP.KG.OE,1040.55
JAM,Jamaica,Upper middle income,1983,EG.USE.PCAP.KG.OE,896.45
JAM,Jamaica,Upper middle income,1984,EG.USE.PCAP.KG.OE,886.09
JAM,Jamaica,Upper middle income,1985,EG.USE.PCAP.KG.OE,752.37
JAM,Jamaica,Upper middle income,1986,EG.USE.PCAP.KG.OE,756.62
JAM,Jamaica,Upper middle income,1987,EG.USE.PCAP.KG.OE,770.17
JAM,Jamaica,Upper middle income,1988,EG.USE.PCAP.KG.OE,779.04
JAM,Jamaica,Upper middle income,1989,EG.USE.PCAP.KG.OE,969.41
JAM,Jamaica,Upper middle income,1990,EG.USE.PCAP.KG.OE,1164.13
JAM,Jamaica,Upper middle income,1991,EG.USE.PCAP.KG.OE,1158.89
JAM,Jamaica,Upper middle income,1992,EG.USE.PCAP.KG.OE,1208.48
JAM,Jamaica,Upper middle income,1993,EG.USE.PCAP.KG.OE,1200.02
JAM,Jamaica,Upper middle income,1994,EG.USE.PCAP.KG.OE,1211.08
JAM,Jamaica,Upper middle income,1995,EG.USE.PCAP.KG.OE,1276.08
JAM,Jamaica,Upper middle income,1996,EG.USE.PCAP.KG.OE,1332.36
JAM,Jamaica,Upper middle income,1997,EG.USE.PCAP.KG.OE,1320.76
JAM,Jamaica,Upper middle income,1998,EG.USE.PCAP.KG.OE,1361.13
JAM,Jamaica,Upper middle income,1999,EG.USE.PCAP.KG.OE,1388.51
JAM,Jamaica,Upper middle income,2000,EG.USE.PCAP.KG.OE,1459.8
JAM,Jamaica,Upper middle income,2001,EG.USE.PCAP.KG.OE,1457
JAM,Jamaica,Upper middle income,2002,EG.USE.PCAP.KG.OE,1352.08
JAM,Jamaica,Upper middle income,2003,EG.USE.PCAP.KG.OE,1401.8
JAM,Jamaica,Upper middle income,2004,EG.USE.PCAP.KG.OE,1411
JAM,Jamaica,Upper middle income,2005,EG.USE.PCAP.KG.OE,1387.25
JAM,Jamaica,Upper middle income,2006,EG.USE.PCAP.KG.OE,1546.97
JAM,Jamaica,Upper middle income,2007,EG.USE.PCAP.KG.OE,1549.08
JAM,Jamaica,Upper middle income,2008,EG.USE.PCAP.KG.OE,1298.53
JAM,Jamaica,Upper middle income,2009,EG.USE.PCAP.KG.OE,1109.29
JAM,Jamaica,Upper middle income,2010,EG.USE.PCAP.KG.OE,978.06
JAM,Jamaica,Upper middle income,2011,EG.USE.PCAP.KG.OE,1038.66
JAM,Jamaica,Upper middle income,2012,EG.USE.PCAP.KG.OE,1003.53
JAM,Jamaica,Upper middle income,2013,EG.USE.PCAP.KG.OE,1037.77
JOR,Jordan,Lower middle income,1980,EG.USE.PCAP.KG.OE,686.68
JOR,Jordan,Lower middle income,1981,EG.USE.PCAP.KG.OE,821.91
JOR,Jordan,Lower middle income,1982,EG.USE.PCAP.KG.OE,896.14
JOR,Jordan,Lower middle income,1983,EG.USE.PCAP.KG.OE,931.06
JOR,Jordan,Lower middle income,1984,EG.USE.PCAP.KG.OE,979.24
JOR,Jordan,Lower middle income,1985,EG.USE.PCAP.KG.OE,951.27
JOR,Jordan,Lower middle income,1986,EG.USE.PCAP.KG.OE,975
JOR,Jordan,Lower middle income,1987,EG.USE.PCAP.KG.OE,987.64
JOR,Jordan,Lower middle income,1988,EG.USE.PCAP.KG.OE,934.63
JOR,Jordan,Lower middle income,1989,EG.USE.PCAP.KG.OE,897.62
JOR,Jordan,Lower middle income,1990,EG.USE.PCAP.KG.OE,940.63
JOR,Jordan,Lower middle income,1991,EG.USE.PCAP.KG.OE,922.98
JOR,Jordan,Lower middle income,1992,EG.USE.PCAP.KG.OE,983.13
JOR,Jordan,Lower middle income,1993,EG.USE.PCAP.KG.OE,923.96
JOR,Jordan,Lower middle income,1994,EG.USE.PCAP.KG.OE,943.72
JOR,Jordan,Lower middle income,1995,EG.USE.PCAP.KG.OE,964.86
JOR,Jordan,Lower middle income,1996,EG.USE.PCAP.KG.OE,957.63
JOR,Jordan,Lower middle income,1997,EG.USE.PCAP.KG.OE,952.48
JOR,Jordan,Lower middle income,1998,EG.USE.PCAP.KG.OE,962.42
JOR,Jordan,Lower middle income,1999,EG.USE.PCAP.KG.OE,938.81
JOR,Jordan,Lower middle income,2000,EG.USE.PCAP.KG.OE,962.32
JOR,Jordan,Lower middle income,2001,EG.USE.PCAP.KG.OE,932.97
JOR,Jordan,Lower middle income,2002,EG.USE.PCAP.KG.OE,959.12
JOR,Jordan,Lower middle income,2003,EG.USE.PCAP.KG.OE,958.71
JOR,Jordan,Lower middle income,2004,EG.USE.PCAP.KG.OE,1123.94
JOR,Jordan,Lower middle income,2005,EG.USE.PCAP.KG.OE,1175.72
JOR,Jordan,Lower middle income,2006,EG.USE.PCAP.KG.OE,1128.06
JOR,Jordan,Lower middle income,2007,EG.USE.PCAP.KG.OE,1113.62
JOR,Jordan,Lower middle income,2008,EG.USE.PCAP.KG.OE,1065.75
JOR,Jordan,Lower middle income,2009,EG.USE.PCAP.KG.OE,1099.92
JOR,Jordan,Lower middle income,2010,EG.USE.PCAP.KG.OE,1024.82
JOR,Jordan,Lower middle income,2011,EG.USE.PCAP.KG.OE,993.8
JOR,Jordan,Lower middle income,2012,EG.USE.PCAP.KG.OE,1088.46
JOR,Jordan,Lower middle income,2013,EG.USE.PCAP.KG.OE,1004.24
JPN,Japan,High income,1980,EG.USE.PCAP.KG.OE,2949.5
JPN,Japan,High income,1981,EG.USE.PCAP.KG.OE,2864.05
JPN,Japan,High income,1982,EG.USE.PCAP.KG.OE,2839.87
JPN,Japan,High income,1983,EG.USE.PCAP.KG.OE,2822.74
JPN,Japan,High income,1984,EG.USE.PCAP.KG.OE,3016.18
JPN,Japan,High income,1985,EG.USE.PCAP.KG.OE,3003.17
JPN,Japan,High income,1986,EG.USE.PCAP.KG.OE,3020.81
JPN,Japan,High income,1987,EG.USE.PCAP.KG.OE,3044.66
JPN,Japan,High income,1988,EG.USE.PCAP.KG.OE,3243.6
JPN,Japan,High income,1989,EG.USE.PCAP.KG.OE,3352.01
JPN,Japan,High income,1990,EG.USE.PCAP.KG.OE,3552.86
JPN,Japan,High income,1991,EG.USE.PCAP.KG.OE,3574.01
JPN,Japan,High income,1992,EG.USE.PCAP.KG.OE,3644.19
JPN,Japan,High income,1993,EG.USE.PCAP.KG.OE,3655.97
JPN,Japan,High income,1994,EG.USE.PCAP.KG.OE,3844.29
JPN,Japan,High income,1995,EG.USE.PCAP.KG.OE,3934.96
JPN,Japan,High income,1996,EG.USE.PCAP.KG.OE,4008.48
JPN,Japan,High income,1997,EG.USE.PCAP.KG.OE,4041.17
JPN,Japan,High income,1998,EG.USE.PCAP.KG.OE,3955.63
JPN,Japan,High income,1999,EG.USE.PCAP.KG.OE,4011.22
JPN,Japan,High income,2000,EG.USE.PCAP.KG.OE,4083.83
JPN,Japan,High income,2001,EG.USE.PCAP.KG.OE,4008.27
JPN,Japan,High income,2002,EG.USE.PCAP.KG.OE,3991.98
JPN,Japan,High income,2003,EG.USE.PCAP.KG.OE,3953.18
JPN,Japan,High income,2004,EG.USE.PCAP.KG.OE,4078.21
JPN,Japan,High income,2005,EG.USE.PCAP.KG.OE,4062.98
JPN,Japan,High income,2006,EG.USE.PCAP.KG.OE,4053.88
JPN,Japan,High income,2007,EG.USE.PCAP.KG.OE,4012.65
JPN,Japan,High income,2008,EG.USE.PCAP.KG.OE,3858.43
JPN,Japan,High income,2009,EG.USE.PCAP.KG.OE,3678.51
JPN,Japan,High income,2010,EG.USE.PCAP.KG.OE,3893.27
JPN,Japan,High income,2011,EG.USE.PCAP.KG.OE,3610.81
JPN,Japan,High income,2012,EG.USE.PCAP.KG.OE,3537.36
JPN,Japan,High income,2013,EG.USE.PCAP.KG.OE,3567.63
KAZ,Kazakhstan,Upper middle income,1990,EG.USE.PCAP.KG.OE,4492.85
KAZ,Kazakhstan,Upper middle income,1991,EG.USE.PCAP.KG.OE,4555.56
KAZ,Kazakhstan,Upper middle income,1992,EG.USE.PCAP.KG.OE,4796.14
KAZ,Kazakhstan,Upper middle income,1993,EG.USE.PCAP.KG.OE,4006.14
KAZ,Kazakhstan,Upper middle income,1994,EG.USE.PCAP.KG.OE,3600.83
KAZ,Kazakhstan,Upper middle income,1995,EG.USE.PCAP.KG.OE,3303.14
KAZ,Kazakhstan,Upper middle income,1996,EG.USE.PCAP.KG.OE,2911.28
KAZ,Kazakhstan,Upper middle income,1997,EG.USE.PCAP.KG.OE,2575.55
KAZ,Kazakhstan,Upper middle income,1998,EG.USE.PCAP.KG.OE,2610.02
KAZ,Kazakhstan,Upper middle income,1999,EG.USE.PCAP.KG.OE,2406.26
KAZ,Kazakhstan,Upper middle income,2000,EG.USE.PCAP.KG.OE,2397.2
KAZ,Kazakhstan,Upper middle income,2001,EG.USE.PCAP.KG.OE,2324.55
KAZ,Kazakhstan,Upper middle income,2002,EG.USE.PCAP.KG.OE,2674.26
KAZ,Kazakhstan,Upper middle income,2003,EG.USE.PCAP.KG.OE,2891.09
KAZ,Kazakhstan,Upper middle income,2004,EG.USE.PCAP.KG.OE,3383.07
KAZ,Kazakhstan,Upper middle income,2005,EG.USE.PCAP.KG.OE,3358.97
KAZ,Kazakhstan,Upper middle income,2006,EG.USE.PCAP.KG.OE,4012.78
KAZ,Kazakhstan,Upper middle income,2007,EG.USE.PCAP.KG.OE,4267.99
KAZ,Kazakhstan,Upper middle income,2008,EG.USE.PCAP.KG.OE,4428.09
KAZ,Kazakhstan,Upper middle income,2009,EG.USE.PCAP.KG.OE,3944.29
KAZ,Kazakhstan,Upper middle income,2010,EG.USE.PCAP.KG.OE,4234.85
KAZ,Kazakhstan,Upper middle income,2011,EG.USE.PCAP.KG.OE,4670.82
KAZ,Kazakhstan,Upper middle income,2012,EG.USE.PCAP.KG.OE,4398.94
KAZ,Kazakhstan,Upper middle income,2013,EG.USE.PCAP.KG.OE,4786.59
KEN,Kenya,Lower middle income,1980,EG.USE.PCAP.KG.OE,455.58
KEN,Kenya,Lower middle income,1981,EG.USE.PCAP.KG.OE,451.88
KEN,Kenya,Lower middle income,1982,EG.USE.PCAP.KG.OE,443.86
